Name,Company,Address,Postal,City,State,Country,Latitude,Longitude,HUC12,HUC12_Name
CyrusOne Yorkville - Building 7,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA,41.679565,-88.47713,071200070601,Rob Roy Creek
CyrusOne Yorkville - Building 6,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA,41.677734,-88.477088,071200070601,Rob Roy Creek
CyrusOne Yorkville - Building 2,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA,41.676791,-88.484117,071200070601,Rob Roy Creek
CyrusOne Yorkville - Building 1,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA,41.676765,-88.486444,071200070601,Rob Roy Creek
CyrusOne Yorkville - Building 8,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA,41.679798,-88.474716,071200070601,Rob Roy Creek
CyrusOne Yorkville - Building 5,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA,41.676833,-88.479386,071200070601,Rob Roy Creek
STL Data Center,STL,501 S. Towanda Barnes Rd.,61705,Bloomington,Illinois,USA,40.4729587,-88.9021915,071300090502,Little Kickapoo Creek-Kickapoo Creek
Pearl Technology Bloomington Data Center,Pearl Technology,303 E Washington Street,61571,Bloomington,Illinois,USA,40.4796501,-88.9909055,071300090701,City of Normal-Sugar Creek
ColocationPLUS Rantoul 1,ColocationPLUS,101 W International Ave,61866,Rantoul,Illinois,USA,40.3018532,-88.1594036,051201090302,Flatvillle Drainage Ditch-Upper Salt Fork Drainage Ditch
CyrusOne - Talkington Township Campus,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.551462,-89.896896,071300070701,Headwaters Sugar Creek
CyrusOne - Talkington Township DC2,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.548615,-89.896855,071300070701,Headwaters Sugar Creek
CyrusOne - Talkington Township DC4,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.553003,-89.900083,071300070701,Headwaters Sugar Creek
CyrusOne - Talkington Township DC6,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.552965,-89.895083,071300070701,Headwaters Sugar Creek
CyrusOne - Talkington Township DC3,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.550502,-89.896833,071300070701,Headwaters Sugar Creek
CyrusOne - Talkington Township DC1,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.546729,-89.896907,071300070701,Headwaters Sugar Creek
CyrusOne - Talkington Township DC5,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA,39.553003,-89.897599,071300070701,Headwaters Sugar Creek
Consolidated Mattoon,Consolidated Communications,1501 Charleston Ave,61938,Mattoon,Illinois,USA,39.481175,-88.37280299999999,051201120603,Sweetwater Creek-Kickapoo Creek
ColocationPLUS Champaign,ColocationPLUS,401 S Chestnut,61820,Champaign,Illinois,USA,40.1124273,-88.2424913,051201090202,Crystal Lake Park-Saline Branch Drainage Ditch
"DartPoints Columbus, IN - CLU01",DartPoints,2425 Technology Blvd,47201,Columbus,Indiana,USA,39.17949,-85.896024,051202060107,Otter Creek-Clifty Creek
Meta Jeffersonville Data Center,Meta,within the River Ridge Commerce Center,47130,Jeffersonville,Indiana,USA,38.35725403904745,-85.66352714275618,051401010605,Lentzier Creek-Ohio River
Amazon AWS ORD - Hobart,Amazon AWS,Colorado St & W 61st Ave,46342,Hobart,Indiana,USA,41.50334746012386,-87.29265321338971,040400010505,City of Merrillville-Turkey Creek
Hobart Devco LLC - Building 5,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.502781,-87.285185,040400010507,Lake George-Deep River
Hobart Devco LLC - Building 4,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.504345,-87.280672,040400010507,Lake George-Deep River
Hobart Devco LLC - Building 2,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.504271,-87.284035,040400010507,Lake George-Deep River
Hobart Devco LLC - Building 1,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.504361,-87.285525,040400010507,Lake George-Deep River
Hobart Devco LLC - Building 3,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.504287,-87.282517,040400010507,Lake George-Deep River
Hobart Devco LLC - Building 6,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.502725,-87.28101,040400010507,Lake George-Deep River
Hobart Devco LLC Campus,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA,41.50335,-87.283036,040400010507,Lake George-Deep River
Aunalytics South Bend Data Center,Aunalytics,1440 Ignition Dr S,46601,South Bend,Indiana,USA,41.659842,-86.2581782,040500012205,Auten Ditch-Saint Joseph River
GAP Union Station,1547 Critical Systems Realty,506 W. South Street,46601,South Bend,Indiana,USA,41.66953,-86.255944,040500012205,Auten Ditch-Saint Joseph River
Colostore Data Center,Colostore Data Center,1805 S Michigan St,46613,South Bend,Indiana,USA,41.6555804,-86.2501764,040500012205,Auten Ditch-Saint Joseph River
GAP Studebaker 84,Global Access Point,635 S Lafayette Blvd,46601,South Bend,Indiana,USA,41.66837,-86.25426929999999,040500012205,Auten Ditch-Saint Joseph River
Microsoft Mishawaka,Microsoft,Cleveland Rd & Bittersweet Rd,46530,Granger,Indiana,USA,41.72851270767718,-86.12048835579816,040500012206,Judy Creek
South Bend Data Center,"Five 9s Digital, LLC",3919 Crescent Circle,46628,South Bend,Indiana,USA,41.7293621,-86.3311677,040500012207,Pinhook Lake-Saint Joseph River
Amazon AWS - New Carlisle,Amazon AWS,Huckleberry Rd & Gordon Rd,46552,New Carlisle,Indiana,USA,41.665512,-86.47261,071200010204,Laskowski Ditch-Kankakee River
WHP South Bend,Western Hospitality Partners,State Road 23 (IN-23),46614,South Bend,Indiana,USA,41.64696773001109,-86.29817337756789,071200010205,Dixon West Place Ditch
52505 Spruce Road,Unknown Company,52505 Spruce Rd,46552,New Carlisle,Indiana,USA,41.72835958426815,-86.495147750325,071200010201,Hudson Lake-Geyer Ditch
Lumen SouthBend 1,Lumen,1140 Franklin Street,46601,South Bend,Indiana,USA,39.7021177,-86.0919439,051202011203,Lick Creek
Altafiber Blactkhorn,Altafiber,3919 Crescent Circle,46628,South Bend,Indiana,USA,41.7293941,-86.3311677,040500012207,Pinhook Lake-Saint Joseph River
CBTS South Bend Data Center II,CBTS,22 Maple Hill Run,46601,South Bend,Indiana,USA,41.6833813,-86.2500066,040500012207,Pinhook Lake-Saint Joseph River
Digital Enterprise Center,Global Access Point,4001 Technology Drive,46628,South Bend,Indiana,USA,41.7312678,-86.3432113,040500012207,Pinhook Lake-Saint Joseph River
CBTS South Bend Data Center I,CBTS,123 Sycamore St,46617,South Bend,Indiana,USA,41.6777607,-86.2472603,040500012205,Auten Ditch-Saint Joseph River
Metrobloks Indianapolis IND A1,Metrobloks,2505 N Sherman Dr,46218,Indianapolis,Indiana,USA,39.80423711173177,-86.10161767914187,051202011201,Pogues Run-White River
DataBank IND2 - Downtown Indianapolis,DataBank,650 W Henry St,46225,Indianapolis,Indiana,USA,39.7601501,-86.1704701,051202011201,Pogues Run-White River
Netrality - Indy Telcom Center,Netrality,733 W Henry St,46225,Indianapolis,Indiana,USA,39.7597009,-86.1723943,051202011201,Pogues Run-White River
DataBank IND1 - Downtown Indianapolis,DataBank,731 W Henry St,46225,Indianapolis,Indiana,USA,39.7594553,-86.1722373,051202011201,Pogues Run-White River
US Signal Indianapolis IN02,"US Signal Company, LLC",6325 Morenci Trail,46268,Indianapolis,Indiana,USA,39.8703703,-86.2369444,051202011109,Little Eagle Creek
701 West Henry Street,Netrality,701 West Henry Street,46225,Indianapolis,Indiana,USA,39.759719,-86.170956,051202011201,Pogues Run-White River
American Tower EDC Indianapolis,American Tower Corporation,7701 Walnut Dr,46268,Indianapolis,Indiana,USA,39.8940219,-86.2054342,051202011005,Delaware Creek-Crooked Creek
Wintek Data Center,Wintek Business Solutions,3921 David Howarth Dr,47905,Lafayette,Indiana,USA,40.3607999,-86.8304082,051201080104,Elliott Ditch
Expedient Indianapolis,Expedient Data Centers,701 Congressional Blvd,46032,Indianapolis,Indiana,USA,39.963455,-86.145515,051202011003,Carmel Creek-White River
OTAVA Indianapolis,OTAVA,505 West Merrill Street,46225,Indianapolis,Indiana,USA,39.758763,-86.16774,051202011201,Pogues Run-White River
Cogent Data Center - Indianapolis,"Cogent Communications, Inc.",13 S Davidson St,46202,Indianapolis,Indiana,USA,39.7656489,-86.14384179999999,051202011201,Pogues Run-White River
Lifeline Data Centers Eastgate,"Lifeline Data Centers, LLC",401 North Shadeland Avenue,46219,Indianapolis,Indiana,USA,39.775998,-86.04275,051202011202,Bean Creek-Pleasant Run
Windstream Indianapolis,Windstream,701 W Henry Street,46225,Indianapolis,Indiana,USA,39.759719,-86.170956,051202011201,Pogues Run-White River
Netrality - Indy Telcom Suite 101,Netrality,701 West Henry Street,46225,Indianapolis,Indiana,USA,39.759537,-86.170956,051202011201,Pogues Run-White River
"Oliver Street, LLC","Oliver Street, LLC/Paragon Realty",800 Oliver Ave,46225,Indianapolis,Indiana,USA,39.7587984,-86.1722574,051202011201,Pogues Run-White River
Windstream Lafayette,Windstream,2304 Brothers Drive,47909,Lafayette,Indiana,USA,40.3987596,-86.8686813,051201080203,Cedar Hollow-Wabash River
Project Flo,Google,I-74 & S Post Road,46239,Indianapolis ,Indiana,USA,39.71838432620218,-85.99906731789227,051202040504,Doe Creek-Buck Creek
Google Monroe Township,Google,Keller Hill Rd & N Union Church Rd,46158,Monroe Township,Indiana,USA,39.59718579563147,-86.45957997430014,051202011501,Sycamore Creek
Prologis Shelbyville,Prologis,East State Road 44 (IN-44) & US Hwy 421 (I-74),46176,Shelbyville,Indiana,USA,39.52792616180558,-85.7176395682413,051202050501,Headwaters Lewis Creek
LGI Broad Ripple,LifeGrid Interent,1810 Broad Ripple Ave,46220,Indianapolis,Indiana,USA,39.8690448,-86.1290975,051202011006,Howland Ditch-White River
Meta Lebanon Campus,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.05758,-86.540225,051201100402,Deer Creek-Prairie Creek
RadiusDC Plainfield Campus,RadiusDC,Smith Rd & AllPoints Pkwy,46123,Plainfield,Indiana,USA,39.7404066386581,-86.35832618422103,051202011306,Clarks Creek-White Lick Creek
Decatur Technology Park - Bldg B,Sabey Data Center Properties LLC,IN-67 & Camby Rd,46113,Camby,Indiana,USA,39.664055,-86.304225,051202011402,Goose Creek-White River
Decatur Technology Park - Bldg A,Sabey Data Center Properties LLC,IN-67 & Camby Rd,46113,Camby,Indiana,USA,39.665565,-86.299991,051202011402,Goose Creek-White River
Hancock County MegaSite,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA,39.86366,-85.873752,051202040502,Headwaters Buck Creek
Decatur Technology Park,Sabey Data Center Properties LLC,IN-67 & Camby Rd,46113,Camby,Indiana,USA,39.664586,-86.3021,051202011402,Goose Creek-White River
RadiusDC Indy I,RadiusDC,Smith Rd & AllPoints Pkwy,46123,Plainfield,Indiana,USA,39.74041991057229,-86.36036713646318,051202011306,Clarks Creek-White Lick Creek
RadiusDC Indy II,RadiusDC,Smith Rd & AllPoints Pkwy,46123,Plainfield,Indiana,USA,39.74049278204373,-86.35595646544287,051202011306,Clarks Creek-White Lick Creek
Vantage - Pittsboro DC3,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA,39.89945,-86.448548,051202011301,Hughes Branch-West Fork White Lick Creek
Vantage - Pittsboro DC1,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA,39.904046,-86.445111,051202011301,Hughes Branch-West Fork White Lick Creek
Lumen Indianapolis 1,Lumen,1902 S. East Street,46225,Indianapolis,Indiana,USA,39.7415,-86.150753,051202011205,Dollar Hide Creek-White River
Lumen Indianapolis 2,Lumen,4625 W 86th St,46268,Indianapolis,Indiana,USA,39.911438,-86.237694,051202011005,Delaware Creek-Crooked Creek
Meta Lebanon - Building 9,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.053257,-86.54879,051201100403,Wolf Creek
Meta Lebanon - Building 4,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.059683,-86.544801,051201100403,Wolf Creek
Vantage - Pittsboro Campus,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA,39.900971,-86.448764,051202011301,Hughes Branch-West Fork White Lick Creek
Meta Lebanon - Building 11,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.053223,-86.543568,051201100403,Wolf Creek
Hancock County MegaSite - Building 2,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA,39.865053,-85.876224,051202040502,Headwaters Buck Creek
Meta Lebanon - Building 2,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.063825,-86.545182,051201100402,Deer Creek-Prairie Creek
Meta Lebanon - Building 1,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.066399,-86.545156,051201100402,Deer Creek-Prairie Creek
Hancock County MegaSite - Building 4,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA,39.861086,-85.875918,051202040502,Headwaters Buck Creek
Meta Lebanon - Building 12,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.053307,-86.540421,051201100402,Deer Creek-Prairie Creek
Hancock County MegaSite - Building 3,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA,39.862072,-85.871635,051202040502,Headwaters Buck Creek
Hancock County MegaSite - Building 5,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA,39.858561,-85.876016,051202040502,Headwaters Buck Creek
Vantage - Pittsboro DC2,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA,39.901172,-86.452353,051202011301,Hughes Branch-West Fork White Lick Creek
Meta Lebanon - Building 3,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.062243,-86.544752,051201100402,Deer Creek-Prairie Creek
Meta Lebanon - Building 7,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.053425,-86.535546,051201100402,Deer Creek-Prairie Creek
Meta Lebanon - Building 10,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.053223,-86.545638,051201100403,Wolf Creek
Meta Lebanon - Building 5,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.057592,-86.535452,051201100402,Deer Creek-Prairie Creek
Meta Lebanon - Building 6,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.054989,-86.535597,051201100402,Deer Creek-Prairie Creek
Meta Lebanon - Building 8,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA,40.050972,-86.535471,051201100402,Deer Creek-Prairie Creek
Hancock County MegaSite - Building 1,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA,39.86861,-85.875999,051202040502,Headwaters Buck Creek
GAP Indy Data Center,Global Access Point,800 Henry Street,46225,Indianapolis,Indiana,USA,39.7596097,-86.1708309,051202011201,Pogues Run-White River
Digital Crossroad DX-1,Digital Crossroad,100 Digital Crossroads Drive,46320,Hammond,Indiana,USA,41.7074123,-87.5201463,040400010606,Calumet River-Frontal Lake Michigan
Watch Communications Data Center,Watch Communications,4631 Ohara Dr,47711,Evansville,Indiana,USA,38.0202279,-87.5211366,051402020303,Little Pigeon Creek
Windstream Evansville,Windstream,3701 Communications Way,47715,Evansville,Indiana,USA,37.997414,-87.489495,051402020306,Licking Creek-Pigeon Creek
Microsoft La Porte,Microsoft,300 E Boyd Blvd,46350,La Porte,Indiana,USA,41.5835592,-86.6959201,071200010403,Travis Ditch
ORI.NET Noblesville,"On-Ramp Indiana, Inc.",859 Conner St,46060,Noblesville,Indiana,USA,40.0454131,-86.0139424,051202010705,Mallery Granger Ditch-White River
Google Fort Wayne Campus,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.0307544,-85.0534431,041000050101,Paul Trier Ditch
Indiana Data center,"Indiana Data Center, LLC.",620 Coliseum Blvd W #1298,46808,Fort Wayne,Indiana,USA,41.1186245,-85.151882,041000040605,Spy Run Creek
Lifeline Data Centers Fort Wayne,"Lifeline Data Centers, LLC",7601 S Anthony Blvd,46816,Fort Wayne,Indiana,USA,41.0140283,-85.1099756,041000040604,Snyder Ditch-Saint Marys River
SafeHouse Datacenter,safehosue datacenter,9813 Dawson Creek Blvd,46825,Fort Wayne,Indiana,USA,41.1733209,-85.1469275,041000030806,Becketts Run-Saint Joseph River
Google Fort Wayne - Building 3,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.015837,-85.059868,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 11,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.0274,-85.065552,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 2,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.015759,-85.062886,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 6,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.022767,-85.063926,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 9,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.027118,-85.071557,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 4,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.020737,-85.060851,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 12,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.027596,-85.062533,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 7,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.020647,-85.07153,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 10,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.027252,-85.06849,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 5,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.020586,-85.063884,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 8,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.022827,-85.07169,041000050101,Paul Trier Ditch
Google Fort Wayne - Building 1,Google,6015 Adams Center Road,46816,Fort Wayne,Indiana,USA,41.01572,-85.065873,041000050101,Paul Trier Ditch
Amazon AWS ORD - 63050 Prairie,Amazon AWS,63050 Prairie Dr,46368,Portage,Indiana,USA,41.60963289562155,-87.16976204861092,040400010403,Coffee Creek-East Arm Little Calumet River
Heartland Technology Data Center,Heartland technology Data Center,1151 12th St,50648,Jesup,Iowa,USA,42.4711077,-92.0541501,070802051002,Spring Creek
SFN IA-Waterloo,South Front Networks,206 W 13th St,50702,Waterloo,Iowa,USA,42.4887751,-92.3307604,070802050906,Sink Creek-Cedar River
713 Nebraska St,FiberComm LC,713 Nebraska St,51101,Sioux City,Iowa,USA,42.4981043,-96.40395079999999,102300010302,Perry Creek
Bluebird Quad Cities Data Center,Bluebird Network,2701 Devils Glen Rd,52722,Bettendorf,Iowa,USA,41.550523,-90.482415,070801010302,Lower Duck Creek
SFN IA-Davenport,South Front Networks,2814 N Clark St,52804,Davenport,Iowa,USA,41.5485966,-90.6210919,070801010301,Upper Duck Creek
Meta Davenport,Meta,Hillandale Rd & Enterprise Way,52806,Davenport,Iowa,USA,41.6164111,-90.62492499999999,070801030301,Hickory Creek
CyrusOne OCB1 - Council Bluffs,CyrusOne Data Centers,4700 Gifford Rd.,51501,Council Bluffs,Iowa,USA,41.2123485,-95.8792872,102300060602,Lake Manawa-Missouri River
Google Southlands Campus,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17429456160303,-95.8004200105083,102300060406,Pony Creek Ditch
Google Council Bluffs Data Center,Google,1430 Veterans Memorial Hwy,51501,Council Bluffs,Iowa,USA,41.2204117,-95.8646491,102300060602,Lake Manawa-Missouri River
Google Southlands - Building 2,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17556149295325,-95.80314266009394,102300060406,Pony Creek Ditch
Google Southlands - Building 1,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17745250801102,-95.80318142536564,102300060406,Pony Creek Ditch
Google Southlands - Building 6,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17357224279527,-95.78859192249908,102300060406,Pony Creek Ditch
Google Southlands - Building 3,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17315547345282,-95.80603867666895,102300060406,Pony Creek Ditch
Google Southlands - Building 5,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17354940349617,-95.79215389543656,102300060406,Pony Creek Ditch
Google Southlands - Building 4,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17264867493301,-95.80263273385727,102300060406,Pony Creek Ditch
Google Southlands - Building 7,Google,10420 Bunge Ave,51503,Council Bluffs,Iowa,USA,41.17202739929405,-95.79041849353314,102300060406,Pony Creek Ditch
Edged Council Bluffs Campus,Edged Energy,College Rd and E Kanesville Blvd,51503,Council Bluffs,Iowa,USA,41.27629027069217,-95.79108538325143,102300060407,Little Mosquito Creek-Mosquito Creek
Edged Council Bluffs - Building 1,Edged Energy,College Rd and E Kanesville Blvd,51503,Council Bluffs,Iowa,USA,41.27808611097593,-95.78967171478445,102300060407,Little Mosquito Creek-Mosquito Creek
Edged Council Bluffs - Building 2,Edged Energy,College Rd and E Kanesville Blvd,51503,Council Bluffs,Iowa,USA,41.27498988499039,-95.79211788947066,102300060407,Little Mosquito Creek-Mosquito Creek
Cologix DSM1,Cologix,666 Walnut Street,50309,Des Moines,Iowa,USA,41.58516950320468,-93.62476237658234,071000041003,Saylor Creek-Des Moines River
InfoBunker,InfoBunker,3101 Ingersoll Ave,50312,Des Moines,Iowa,USA,41.586182,-93.659333,071000061703,Jordan Creek-Raccoon River
US Signal Des Moines IA01,"US Signal Company, LLC",390 NE Alices Road,50263,Des Moines,Iowa,USA,41.6166126,-93.8535056,071000061601,Little Walnut Creek-Walnut Creek
IP Pathways Urbandale,IP Pathways,3600 109th St,50322,Urbandale,Iowa,USA,41.6274127,-93.7680364,071000061602,Walnut Creek
Edged Des Moines,Edged Energy,9100 SE Four Mile Dr,50021,Ankeny,Iowa,USA,41.72646659999999,-93.56089329999999,071000080102,Middle Fourmile Creek
LightEdge - Altoona II,LightEdge,1401 Northridge Circle NE,50009,Altoona,Iowa,USA,41.666762,-93.455725,071000081502,Mud Creek
Consolidated Des Moines,Consolidated Communications,400 Locust Street,50309,Des Moines,Iowa,USA,41.5868055,-93.6227464,071000041003,Saylor Creek-Des Moines River
LightEdge - Altoona I,LightEdge,1435 Northridge Circle NE,50009,Altoona,Iowa,USA,41.6668,-93.455687,071000081502,Mud Creek
Tract Des Moines,Tract,NE 46th St & NE 62nd Ave,50009,Altoona,Iowa,USA,41.68082927273799,-93.53454705920636,071000080102,Middle Fourmile Creek
Aureon West Des Moines,Aureon Networks,1661 Westown Pkwy,50265,West Des Moines,Iowa,USA,41.5977398,-93.7351379,071000061602,Walnut Creek
Microsoft Project Mountain,Microsoft,8855 Grand Avenue,50266,Des Moines,Iowa,USA,41.540082,-93.8275276,071000061701,Sugar Creek
Microsoft Project Alluvion,Microsoft,550 White Crane Rd,50265,Des Moines,Iowa,USA,41.5171402,-93.7043969,071000061703,Jordan Creek-Raccoon River
Microsoft Project Osmium,Microsoft,5855 SW Kerry St,50061,Cumming,Iowa,USA,41.4968628,-93.7886638,071000080404,Middle Creek
Aureon Downtown,Aureon Networks,616 10th St,50309,Des Moines,Iowa,USA,41.5878996,-93.6310422,071000061703,Jordan Creek-Raccoon River
Apple Waukee Campus,Apple,2995 W Hickman Rd,50263,Waukee,Iowa,USA,41.62026437506193,-93.9243794615756,071000061701,Sugar Creek
Microsoft Project Ginger East - Building 4,Microsoft,1475 SE Maffitt Lake Ct,50265,West Des Moines,Iowa,USA,41.51349171922145,-93.7242686096376,071000080404,Middle Creek
Microsoft Project Ginger East - Building 3,Microsoft,1475 SE Maffitt Lake Ct,50265,West Des Moines,Iowa,USA,41.51354922618836,-93.71868788957872,071000080404,Middle Creek
Microsoft Project Alluvion - Building 5,Microsoft,550 White Crane Rd,50265,West Des Moines,Iowa,USA,41.51668472041501,-93.70628716590198,071000061703,Jordan Creek-Raccoon River
COPT Van Meter DC14,COPT Defense Properties,"within west of Des Moines, along Raccoon River",50261,Van Meter,Iowa,USA,41.53112,-93.926425,071000061702,Johnson Creek-Raccoon River
COPT Van Meter DC12,COPT Defense Properties,"within west of Des Moines, along Raccoon River",50261,Van Meter,Iowa,USA,41.533306,-93.919994,071000061702,Johnson Creek-Raccoon River
COPT Van Meter DC3,COPT Defense Properties,"within west of Des Moines, along Raccoon River",50261,Van Meter,Iowa,USA,41.537155,-93.93108,071000061702,Johnson Creek-Raccoon River
Microsoft Project Ginger West,Microsoft,11100 Booneville Rd,50266,West Des Moines,Iowa,USA,41.5350032,-93.8653712,071000061702,Johnson Creek-Raccoon River
COPT Van Meter DC5,COPT Defense Properties,"within west of Des Moines, along Raccoon River",50261,Van Meter,Iowa,USA,41.535918,-93.931049,071000061702,Johnson Creek-Raccoon River
Global Reach Ames,"Global Reach Internet Productions, LLC.",2321 N Loop Dr,50010,Ames,Iowa,USA,42.0017665,-93.6346427,070801050307,Worrell Creek-Ioway Creek
Microsoft Project Ginger West - Building 2,Microsoft,11100 Booneville Rd,50266,West Des Moines,Iowa,USA,41.53376974652715,-93.86346354666964,071000061702,Johnson Creek-Raccoon River
Microsoft Project Osmium - Building 4,Microsoft,5855 SW Kerry St,50061,Cumming,Iowa,USA,41.49578665057206,-93.7870353872614,071000080404,Middle Creek
Microsoft Project Alluvion - Building 6,Microsoft,550 White Crane Rd,50265,West Des Moines,Iowa,USA,41.51675702054657,-93.70254280229386,071000061703,Jordan Creek-Raccoon River
Microsoft Project Ginger West - Building 3,Microsoft,11100 Booneville Rd,50266,West Des Moines,Iowa,USA,41.53301268900665,-93.86353663298502,071000061702,Johnson Creek-Raccoon River
Microsoft Project Mountain - Building 2,Microsoft,8855 Grand Ave,50266,West Des Moines,Iowa,USA,41.53969478892498,-93.82748097622397,071000061701,Sugar Creek
COPT Van Meter Campus,COPT Defense Properties,"within west of Des Moines, along Raccoon River",50261,Van Meter,Iowa,USA,41.53190308894855,-93.92597870332773,071000061702,Johnson Creek-Raccoon River
Windstream Des Moines,Windstream,3540 SW 61st St,50321,Des Moines,Iowa,USA,41.5526383,-93.70038869999999,071000061703,Jordan Creek-Raccoon River
Microsoft Project Mountain - Building 1,Microsoft,8855 Grand Ave,50266,West Des Moines,Iowa,USA,41.54067650520255,-93.82781264374537,071000061701,Sugar Creek
