data_center_id,data_center_name,state,city,latitude,longitude,year_operational,capacity_mw,capacity_sqft,is_planned,dc_category,capacity_mw_est,estimated_energy_mwh
ix2-networks,Crown Castle Los Angeles LA1,California,Los Angeles,34.0511405,-118.2659179,1998.0,1.0,18400.0,False,small,1.0,7000.0
vernon-data-center,Vernon Data Center,California,Vernon,33.9985878,-118.2217903,2008.0,52.0,,False,big_ai,52.0,366912.0
the-garland-building,West 7 Center,California,Los Angeles,34.051484,-118.265757,2016.0,16.9,150000.0,False,decent,16.9,124214.99999999999
2260-e-el-segundo,2260 E El Segundo Blvd (LAX12),California,El Segundo,33.9156347,-118.3846072,1979.0,7.1,66800.0,False,small,7.1,49700.0
prime-los-angeles,Prime Los Angeles,California,Vernon,34.0011773,-118.2309309,2024.0,33.0,110310.0,False,decent,33.0,242550.0
wilcon,Crown Castle Los Angeles LA3,California,Los Angeles,34.0483961,-118.2551467,2009.0,,3388.0,False,small,2.0,14000.0
aon-center-la,Aon Center,California,Los Angeles,34.049227,-118.256979,1973.0,,,False,small,2.0,14000.0
downtown-colo-corporation,Subrigo - 650 South Grand,California,Los Angeles,34.048721,-118.255266,1998.0,2.0,6000.0,False,small,2.0,14000.0
641-walsh,641 Walsh Ave (SJC37),California,Santa Clara,37.370837,-121.946792,2022.0,,,False,small,2.0,14000.0
2045-2055-lafayette-street,2045 & 2055 LaFayette St (SJC17),California,Santa Clara,37.34741,-121.941833,2000.0,,300000.0,False,small,2.0,14000.0
1201-comstock-street,1201 Comstock St (SJC15),California,Santa Clara,37.3749804,-121.954079,2009.0,2.2,14000.0,False,small,2.2,15400.000000000002
1100-space-park-drive,1100 Space Park Dr (SJC10),California,Santa Clara,37.375823,-121.9533248,2001.0,6.3,67900.0,False,small,6.3,44100.0
1525-comstock-street,1525 Comstock St (SJC16),California,Santa Clara,37.3749295,-121.9560081,1980.0,4.5,65500.0,False,small,4.5,31500.0
3115-alfred-rd,3205 Alfred St (SJC35),California,Santa Clara,37.3790313,-121.9583275,2018.0,6.0,34200.0,False,small,6.0,42000.0
2220-de-la-cruz-boulevard,2220 De La Cruz Blvd (SC1),California,Santa Clara,37.3617685,-121.9437734,2011.0,52.6,238900.0,False,big_ai,52.6,371145.60000000003
colovore,Colovore SJC01,California,Santa Clara,37.376671,-121.953162,2013.0,9.0,,False,small,9.0,63000.0
coresite-santa-clara-sv7,CoreSite Santa Clara (SV7),California,Santa Clara,37.37601069999999,-121.973083,2016.0,,,False,decent,15.0,110250.0
3011-lafayette-street,3011 Lafayette St (SJC11),California,Santa Clara,37.37634,-121.948688,2001.0,6.0,51000.0,False,small,6.0,42000.0
cologix-sv1,Cologix SV1,California,Santa Clara,37.36751391096377,-121.9638310927645,2021.0,20.0,,False,decent,20.0,147000.0
edgecore-silicon-valley-sv01,EdgeCore Silicon Valley SV01,California,Santa Clara,37.383792,-121.965393,2025.0,36.0,,False,decent,36.0,264600.0
3105-alfred-rd,3105 Alfred Rd (SJC30),California,Santa Clara,37.3782712,-121.9581122,1974.0,4.5,26900.0,False,small,4.5,31500.0
2805-lafayette,2805 Lafayette St (SJC31),California,Santa Clara,37.3722803,-121.9482559,1984.0,9.3,55800.0,False,small,9.3,65100.00000000001
720-2nd-st,720 2nd Street (OAK10),California,Oakland,37.7990209,-122.2825072,2007.0,7.5,50000.0,False,small,7.5,52500.0
